cam1_X,cam1_Y,cam2_X,cam2_Y
385.026134,780.804447,398.245424,810.471821
405.304930,780.865491,419.198032,810.492528
426.186854,780.928909,440.171585,809.802064
446.463098,780.977820,459.834799,809.755513
467.329505,781.041220,482.114585,810.425995
488.171987,781.701736,503.032084,809.760514
508.430298,781.764437,524.088575,809.757270
529.288880,781.821935,543.727218,809.732033
550.130418,781.895868,566.042712,809.701496
570.361006,781.952616,585.740714,810.338863
590.588547,782.011100,607.363764,809.702449
611.421995,782.677387,628.359184,809.662635
632.261083,782.740550,650.036204,809.639257
652.465481,782.807292,669.724183,809.608521
673.281254,782.874859,691.390021,809.590771
693.487690,782.934345,711.715258,809.617488
714.295808,782.985944,734.103862,809.558156
734.487345,783.664020,754.454271,809.590935
754.668959,783.728512,776.133201,809.561939
775.466708,783.779484,797.167233,809.546200
795.655740,783.848525,818.190990,808.849181
816.429404,783.911133,839.220035,808.834564
836.590887,783.952272,860.223755,809.474632
857.381244,784.655019,880.662729,809.500232
877.544342,784.723389,903.014966,808.760536
898.310870,784.783573,922.773682,809.459359
385.989921,800.879581,397.203066,830.628571
406.285160,800.939708,418.178091,829.912485
427.158964,801.601553,439.115830,830.602558
448.031760,801.667358,459.450916,829.847106
468.309306,801.711417,480.448609,830.559628
489.168445,801.778964,501.368668,830.557334
509.429687,801.832630,522.404918,829.889163
530.285094,801.894878,543.372696,829.854561
550.533462,801.956410,564.379376,829.875612
571.363986,802.013851,585.348416,829.863658
592.200462,802.070585,607.031310,829.796122
613.037642,802.731785,626.736592,829.802355
633.276983,802.815387,648.403042,830.495010
653.484476,802.854645,669.391923,830.441760
674.308023,803.519995,691.063333,829.734167
694.516738,802.981248,711.436506,829.741932
715.328192,803.640080,733.106869,829.747025
735.531657,803.707332,754.130342,829.757969
755.710174,803.747767,774.477014,829.741446
777.133712,803.821923,795.568623,829.701846
797.316845,803.877199,816.581335,829.720969
817.482452,803.931879,838.266109,829.661447
838.265373,804.620669,859.321840,830.318075
858.440713,804.673618,880.364984,829.619111
878.604406,804.737320,901.409431,829.668132
899.374296,804.798701,922.404614,829.638896
364.449337,297.648813,422.068661,321.939905
385.237244,297.800440,442.294398,321.863104
406.012068,298.487658,463.215961,322.484389
426.219636,298.612899,483.405036,321.730148
446.430826,298.757206,504.344605,321.688421
467.175793,298.885824,525.285953,321.639635
487.371288,299.613384,546.156701,321.557304
508.125549,299.733946,567.097215,321.515730
528.307262,299.850396,587.343436,320.827694
549.034478,300.556691,608.247289,320.756678
569.204873,300.693302,628.562717,320.733470
589.364670,300.823215,650.149039,320.648189
610.091981,301.520219,670.384218,319.927289
630.252070,301.661463,691.367906,320.550033
650.389544,301.781390,711.663988,320.487814
670.529709,301.912717,732.575122,320.406066
691.234818,302.613495,753.493596,319.712602
711.363526,302.734061,775.165438,319.602922
731.495101,303.446920,796.114250,319.544015
752.187694,303.579581,816.411132,319.496268
772.285733,303.674906,837.403805,319.427901
792.386275,303.815289,858.332790,319.422002
812.494034,304.530902,879.301889,318.712469
833.188202,304.655933,900.231505,318.625566
853.271866,304.757108,920.585747,318.568343
873.352364,305.493937,942.189845,318.518126
365.988239,317.545678,421.085759,341.897663
386.216822,317.668017,440.674815,342.500000
406.999594,317.795181,461.546327,342.431917
427.193873,318.493484,483.081424,341.764401
447.400188,318.635814,503.382258,340.981637
468.176384,318.765581,523.633532,341.608971
488.363624,318.881260,545.130514,340.893545
509.129331,319.610126,565.450280,341.485084
529.297892,319.722245,586.371019,341.454236
549.468295,319.850621,606.591573,340.755507
570.218462,320.566689,628.216682,341.327382
590.377117,320.688759,648.494899,339.953248
610.521582,320.811394,670.113751,339.906116
631.261569,321.512766,691.036375,339.828717
651.420165,321.633369,711.969596,339.804037
672.145917,321.760241,732.273014,340.387296
692.261665,322.474947,752.557252,339.679262
712.387853,322.595498,773.523061,339.657032
732.513675,322.713489,794.447984,339.599545
753.237131,323.435093,816.097818,339.518650
773.328358,323.555541,836.399924,339.483163
793.426081,323.680240,857.338467,338.758238
813.523690,323.784807,878.358943,338.727566
834.231836,324.498334,899.961852,338.659807
854.323588,324.615405,920.953448,338.570016
874.400162,324.735338,940.608892,337.886837
366.967720,337.456143,419.334878,362.553024
387.181891,337.578452,440.291298,361.837627
407.405557,337.704916,460.515793,362.458074
428.189685,337.827863,481.410425,361.701923
448.391310,338.537252,502.322374,361.664321
469.169029,338.665953,522.616278,361.558107
489.356133,338.775067,544.180288,361.527477
510.121679,339.501461,564.421631,360.821401
530.297053,339.620919,585.375940,360.810119
551.038604,339.738127,606.250542,361.377469
571.229434,340.444695,626.574845,360.712641
591.405663,340.563641,647.511066,360.630037
612.124351,340.684197,669.069767,359.907727
632.270338,340.813935,689.347694,359.866447
652.418309,341.529171,710.353253,360.486418
672.570787,341.649102,730.596593,359.765931
693.284879,341.756710,751.602512,359.702972
713.426585,342.474646,772.533617,359.675598
733.542740,342.585678,794.148270,359.640692
754.255153,342.711945,814.458687,358.863455
774.362371,342.814505,835.456903,358.846135
794.474121,343.532464,856.423720,358.760424
815.189150,343.650882,878.080461,358.692383
835.277412,343.756985,899.022704,358.658555
855.374652,344.478745,919.958985,358.604493
875.456466,344.601712,939.644336,358.591143
367.360991,356.804954,418.329409,382.565779
388.159000,357.511768,439.947623,381.779788
408.377638,357.622495,459.503025,382.400555
429.164907,358.316584,481.091665,381.686142
449.365854,358.452619,500.690373,381.689990
470.161140,358.564256,522.246136,380.972179
490.344906,358.697022,542.537869,380.895379
510.528652,358.819344,562.753963,380.828408
531.291945,359.511239,584.388507,380.787334
551.469042,359.635442,605.294583,381.436201
572.231510,359.750033,626.216660,380.679531
592.396460,359.865850,646.524106,380.646355
613.136827,360.582771,668.152074,379.937276
633.289575,360.698238,689.085040,379.890717
653.435921,360.815897,709.350838,380.474494
674.173764,361.534250,730.310115,379.765084
694.313143,361.643574,751.260982,379.715079
714.437295,361.764938,772.912204,379.636272
735.172660,362.476996,793.209783,379.599597
755.282808,362.582152,813.536221,378.879885
775.421164,362.689815,834.484708,378.883053
795.525142,362.810215,856.132432,379.476030
816.231600,363.522976,876.407371,379.432064
836.341630,363.629659,897.405275,378.712605
856.422765,363.747775,918.372264,379.313682
876.503028,364.454044,939.979111,377.948159
368.327829,376.733893,417.301525,402.549936
389.122943,376.830903,437.567425,401.773878
409.357608,377.545249,458.471972,401.767001
430.143447,377.659696,479.412345,401.761953
450.348161,377.783030,500.251447,401.659829
471.136972,378.483949,520.591738,401.640649
491.329280,378.603769,542.139538,401.600026
512.116555,378.721629,562.408920,401.497487
532.288147,379.428362,583.335165,400.818937
552.465609,379.545055,603.582461,400.760463
573.233267,379.655888,624.561068,400.697557
593.413153,379.770220,645.516182,399.998104
614.165806,380.477420,666.462897,399.934189
634.306872,380.589258,687.426254,400.549788
654.456507,380.714815,707.723802,400.506533
674.603505,380.825801,729.328091,400.457651
695.338383,381.524368,750.293934,400.458214
715.476128,381.645855,771.278092,400.343619
736.201314,381.746649,791.564408,399.669158
756.324157,381.853267,812.573116,399.598483
776.442681,382.564927,834.157223,399.558474
796.564814,382.683846,855.145009,399.523209
817.280284,382.793503,876.126179,399.433499
837.374080,383.503549,896.454692,399.384186
857.473949,383.614344,918.094266,398.717702
877.560382,383.727273,938.415988,398.661571
369.302792,396.657631,416.955451,422.530125
390.095481,396.776452,437.212949,421.798846
410.327533,397.483603,458.123591,421.809820
431.127594,397.587547,478.349484,421.739768
451.328851,397.710558,499.265986,421.704043
472.117834,397.803477,520.887748,421.659997
492.337449,398.516262,541.156729,421.594076
513.095123,398.649066,561.399486,421.526431
533.284608,398.759445,581.672746,421.489498
553.472870,398.860419,603.289836,420.096829
574.236233,399.556797,623.578127,420.727791
594.414882,399.686228,645.209917,420.702492
615.177381,399.782275,666.135306,420.676402
635.338490,399.915774,686.436095,420.606971
655.494244,400.614530,707.397262,420.555082
675.634623,400.725246,728.358768,419.874744
696.372533,400.841875,749.340766,419.817634
716.501646,401.543132,770.254987,419.771867
737.235750,401.649724,790.576076,419.697922
757.367798,401.752828,811.587248,420.287721
777.486593,401.862119,833.214802,419.604161
798.204151,402.578954,854.201043,419.537315
818.311899,402.686388,874.532941,418.864228
838.421129,402.790425,896.174712,418.812656
858.535444,402.900253,917.149683,419.398034
879.214198,403.619927,938.120800,418.678243
370.259830,416.605053,414.649859,441.908541
391.069271,416.720902,435.502474,441.859698
411.305021,416.835871,456.479848,441.770183
432.096727,417.521155,477.364365,442.397177
452.309190,417.655329,498.303134,441.756634
473.115364,417.759304,518.564267,440.974421
493.309778,417.877238,539.453129,441.624002
514.097916,418.564253,560.418464,442.205953
534.286711,418.680537,581.388262,441.453923
554.474390,418.796192,602.258645,441.445725
575.252969,419.491928,623.238221,441.397243
595.406669,419.611133,643.539631,440.708250
616.193033,419.706953,664.501379,440.685009
636.327232,419.819605,686.118446,440.637098
656.502250,420.532830,706.394136,439.942498
677.244675,420.636340,727.369072,439.905651
697.388341,420.736544,748.334431,439.869141
718.134747,421.436117,768.649806,439.810567
738.252766,421.553214,789.628035,439.725156
758.401104,421.650940,811.260203,439.689815
778.529288,421.773483,832.270646,439.022397
799.259123,421.858912,852.593379,439.645186
819.358294,422.568146,873.580460,438.895208
839.475159,422.675344,895.908089,439.509016
859.570519,422.789837,916.166541,439.451373
880.272173,423.490860,937.134890,438.770347
371.234161,436.562882,414.227355,461.928903
392.048178,436.667746,434.536413,462.551811
412.283899,436.778149,455.410095,462.499743
433.096341,436.876780,476.345586,461.819257
453.293018,437.590175,497.260775,461.737686
473.519920,437.702258,518.170970,461.684907
494.313739,437.808884,538.463994,462.274004
514.513046,438.504260,559.411955,461.649372
535.284553,438.615354,579.689978,461.581933
556.069443,438.726753,601.947086,460.818468
576.252693,439.406836,622.245605,461.452739
596.424118,439.533298,642.542700,460.785349
617.189304,439.637675,664.156770,461.406450
637.357578,439.750662,684.495684,461.339045
657.524112,439.849914,706.083666,460.673188
678.280854,439.955169,725.742111,459.954252
698.420422,440.664032,747.347126,460.544711
718.566680,440.775194,767.716761,460.516886
739.306765,440.853697,789.280761,460.507690
759.431228,441.542529,810.301344,459.769978
779.579140,441.665618,830.594618,459.742420
800.293662,441.763154,852.941653,459.648652
820.420447,441.881030,872.601970,459.617451
840.522554,442.594152,894.920440,458.917278
861.238662,442.681608,915.244215,459.510948
881.341254,442.789905,935.612163,458.839749
372.199593,456.508955,413.253128,482.563377
392.444653,456.621817,433.445407,482.519202
413.274200,456.718364,454.381161,482.483381
434.066035,456.826708,475.282184,481.843651
454.296583,456.949146,496.227681,481.785362
474.506457,457.644521,516.521427,481.761407
495.304706,457.749668,538.109769,481.710411
516.081963,457.846684,558.406402,481.032394
536.293270,458.547137,579.373543,481.642976
556.482494,458.656361,599.654786,481.575567
577.261681,458.761350,620.581638,481.545592
597.444091,458.867356,642.210959,481.495824
618.204179,459.567575,663.150595,481.427071
638.372732,459.679332,683.505447,480.797568
658.538806,459.767956,704.414088,480.778829
679.289033,459.880824,725.429202,480.661282
699.454557,460.565406,746.364513,480.616068
720.196099,460.675277,767.407806,479.928196
740.338576,460.779001,789.019243,480.535549
760.468085,461.483452,808.688055,479.827142
781.206897,461.576430,830.338588,479.781967
801.333114,461.685327,851.278223,480.403379
821.468065,461.786619,872.306705,479.674550
841.585385,461.892352,893.302453,479.647989
862.287208,462.587351,914.274240,478.934318
882.394366,462.680308,934.599526,479.522900
373.178755,476.479161,411.573518,503.273415
394.000268,476.602197,432.478671,503.276708
414.238351,476.687122,453.377200,501.919809
435.039548,476.805085,474.322837,502.542764
455.265017,477.484415,495.225019,501.836833
476.074870,477.015615,515.502234,501.788161
496.297560,477.696307,536.456550,501.758267
516.498674,477.786850,557.393649,502.363407
537.302890,477.906681,578.333884,501.692806
557.483417,478.596710,598.645299,501.592132
578.251262,478.700664,620.280306,500.949140
598.447198,478.795813,641.224023,501.516339
619.221915,479.501846,661.532852,501.499098
639.395146,479.603798,683.137562,501.450388
660.162567,479.705248,703.489605,500.732675
680.322908,479.810504,725.077613,500.731301
700.486205,479.910099,744.792867,500.707323
721.217858,480.600026,767.056349,500.604422
741.365177,480.701183,788.041288,500.573359
761.510744,480.806997,808.354557,500.554307
782.249637,480.901914,830.009526,500.497117
802.370200,480.998422,851.014408,499.838347
822.500131,481.715542,872.005061,499.751518
843.236146,481.799526,892.998348,499.701322
863.349566,482.491840,913.337816,500.335616
883.437043,482.598325,934.304856,500.270531
374.140843,495.881795,411.132811,522.698421
394.388538,496.548651,431.437963,522.666270
415.219352,496.659797,452.350264,522.629369
436.022353,496.757596,473.262862,521.921869
456.247488,496.866408,494.221996,522.555244
477.068079,497.550093,515.180617,522.486344
497.267788,497.650647,536.121854,522.447098
517.494964,497.760270,555.762301,522.404921
538.298927,497.855969,577.986505,522.399363
558.498470,498.545297,598.958089,521.650955
579.268706,498.639121,618.600689,522.310873
600.045600,498.742489,640.200637,521.612994
620.235341,499.431677,661.202033,520.879423
640.407617,499.531497,682.123474,521.540310
661.172223,499.637633,702.504963,521.471240
681.345598,499.731143,724.090839,520.804109
701.502240,499.848577,745.103559,520.725934
722.256242,500.539159,766.011758,520.712115
742.399242,500.631097,786.394127,520.668554
762.549889,500.725056,807.381294,520.635403
783.287482,500.832434,829.087793,519.947122
803.423249,500.929831,850.028335,520.541296
823.564715,501.631531,870.376363,519.860133
844.287402,501.725197,890.748552,520.426106
864.400523,501.809412,912.372817,520.378721
884.502520,501.919098,933.380820,519.731402
375.111790,515.862266,409.499361,543.392054
395.949792,516.528853,430.413557,542.046966
416.178552,516.623264,451.329660,542.654709
437.005346,516.730420,472.296583,542.631271
457.236383,516.832068,492.544998,542.583030
478.070757,517.513829,513.472198,541.899962
498.285167,517.030115,534.475028,542.490073
519.082290,517.712383,555.396827,542.530908
539.295045,517.810413,576.358175,541.792887
559.485650,517.908081,597.255951,541.762340
580.262775,518.007546,617.683397,541.734994
600.481821,518.699708,639.233927,541.621069
621.247127,518.793158,660.187165,541.632304
641.429424,519.492306,681.189145,541.621584
662.190690,519.593362,701.512721,540.868029
682.368719,519.689687,723.110290,540.836729
703.115604,519.783640,743.493383,541.445024
723.283723,520.473048,764.427034,540.778473
743.434041,520.569630,785.431588,540.753744
764.195211,520.656287,806.430920,541.395407
784.324882,520.760378,827.459010,540.652337
804.463411,520.852198,848.451370,541.223046
825.211026,521.562648,870.119776,539.926458
845.334862,521.661861,890.414387,540.547146
865.455834,521.738942,912.085458,539.823610
886.169940,521.837542,932.411399,539.806994
376.071855,535.851399,409.082223,562.779200
396.325134,536.508021,429.378104,562.727826
417.166977,536.609678,450.295589,562.706335
437.973944,536.716595,471.269241,562.693807
457.655468,536.823718,492.140963,562.620881
479.044447,536.906434,512.447902,562.619378
499.267502,537.008935,534.103086,561.888485
519.482927,537.687136,554.369819,561.903631
540.287223,537.778115,575.320972,561.871228
560.493762,537.888771,596.250768,562.467982
581.283907,538.557664,616.581267,562.429269
602.080942,538.662806,638.260532,561.742141
622.266553,538.754113,658.553690,562.296771
642.445148,539.439214,680.842396,561.633886
662.632231,538.938464,700.551517,561.010839
683.382183,539.626476,722.153953,561.564749
703.564840,539.718040,743.142127,561.560082
724.310449,539.818850,764.060622,561.529016
744.479445,540.500916,785.151473,560.804794
765.222816,540.607953,805.451221,561.429280
785.377830,540.086900,826.450488,560.716369
805.495439,540.825865,848.098042,561.403430
826.255453,541.491327,868.487074,560.696890
846.394351,541.582374,889.471918,560.618410
866.502939,541.665056,910.501472,560.558268
887.221186,541.778548,931.476878,560.538414
377.041695,555.832006,407.442848,583.472346
397.293170,555.918120,427.673219,583.464880
418.145005,556.599574,449.277035,582.789326
438.970588,556.703886,470.245574,583.444444
459.223462,556.785971,491.175319,582.737653
480.033320,556.893668,511.482251,583.304758
500.250695,556.984911,532.434739,582.634613
521.060558,557.672617,553.366978,583.246817
541.285733,557.767800,574.350448,582.567734
562.082750,557.841904,595.279691,582.548154
582.289262,557.947035,616.284387,582.542308
602.487779,558.042278,637.278651,581.842622
622.680871,558.728465,658.202558,581.790537
643.460197,558.809443,678.519827,581.773386
664.241103,558.902167,699.495975,581.706289
684.434920,559.569156,720.555112,582.315478
704.595241,559.684534,741.517340,581.651656
725.353272,559.778010,763.120488,581.612879
745.518131,559.858620,784.144813,581.533964
766.280933,560.549883,804.476288,581.587073
786.422084,560.636694,825.477912,580.832831
806.568433,560.733429,846.487377,581.422584
827.312956,560.823775,868.154333,581.424137
847.453974,561.535027,889.164070,580.779179
867.566658,560.994023,909.529506,580.698750
888.296287,561.709000,930.552534,580.676427
378.021282,575.845872,406.371726,603.573989
398.290521,575.936315,426.697834,603.544533
419.121220,576.605435,447.616020,603.488235
439.368972,576.682167,469.210951,602.792203
460.190123,576.791606,490.142350,603.450774
480.430993,576.886358,511.096173,602.718278
501.251185,576.974987,531.375447,602.742088
522.062615,577.673346,552.351032,602.051430
542.290318,577.740858,574.003184,602.666709
562.495070,577.828973,594.275290,601.991198
583.300658,577.932237,614.658220,602.649179
604.091943,578.013733,636.909149,602.567592
624.300718,578.687786,657.224404,601.900676
644.484730,578.790264,678.197532,602.487725
665.259483,578.876624,698.505975,602.441012
685.449843,579.562043,720.184366,602.401785
706.212117,579.647818,740.532347,601.753260
726.389760,579.725444,762.139283,601.717860
746.543102,579.826811,783.165680,601.705178
767.312573,579.907752,803.519233,601.618901
787.451500,580.598234,825.208688,600.939794
807.611291,580.691900,845.550131,601.580924
828.352752,580.762731,867.219462,600.857265
848.496837,580.843940,887.581553,600.810922
869.234738,580.932988,909.233601,600.823965
889.353458,581.635648,929.598663,600.828936
378.409208,595.859174,405.342646,623.001552
399.257697,596.517671,426.317696,623.602593
420.083467,596.603766,447.238619,623.590162
440.352870,596.702270,468.213038,623.569620
461.171543,596.787899,489.168020,623.553680
481.430134,596.869760,509.440978,623.504903
502.247500,597.546711,530.386690,622.771854
522.471604,597.644617,551.971039,622.776033
543.281303,597.735252,572.351084,622.765437
564.110046,597.819435,592.651504,622.730377
584.299131,597.908193,613.625979,623.317674
605.115103,598.592893,635.943974,622.651410
625.303399,598.682353,656.249389,621.970789
646.101516,598.760909,676.549943,623.230613
666.284503,598.853118,698.235287,621.900519
686.471636,598.948382,719.185727,622.531103
707.241033,599.614060,739.538004,622.496522
727.420622,599.705240,760.538751,622.445197
748.182091,599.786581,782.183993,621.755762
768.354986,599.881021,803.212792,622.428323
788.509100,600.567343,824.179774,621.699049
809.268947,600.646845,845.165986,621.669686
829.404740,600.731676,866.187539,620.964219
849.546849,600.807965,886.565479,622.267690
870.297027,601.503310,907.640300,621.561079
890.412324,601.593669,929.286170,620.896429
379.385228,615.871050,403.710677,643.721265
400.226843,615.954818,425.944772,643.653822
421.069644,616.617624,446.222138,644.293208
441.336335,616.703787,467.165798,643.630769
462.175871,616.788108,488.130961,643.643968
482.415025,616.869320,509.040214,643.593790
503.241529,617.560021,529.398810,642.937759
524.057942,617.641046,549.718845,642.908316
544.297973,617.727273,570.677584,642.841086
565.095526,617.808293,592.268428,643.448302
585.313476,617.904343,613.936333,642.797977
606.128269,618.583290,634.247304,642.764243
626.320407,618.657788,655.276567,642.708982
647.112411,618.740611,676.196992,643.389850
667.311088,618.837704,697.916741,642.699783
687.497530,618.919657,717.539363,643.278750
708.276975,619.602220,738.558477,642.601141
728.456957,619.679194,759.602620,642.595758
749.229502,619.758952,780.573058,642.526190
769.388472,619.847539,801.533548,641.850552
789.551804,619.922649,822.602911,642.502152
810.303590,620.614669,844.260410,641.796395
830.471831,620.704225,864.646228,641.756697
851.216843,620.780453,886.295499,641.738072
871.355020,620.862321,907.342932,641.714422
891.488198,620.950471,928.354578,641.691751
380.930946,635.895948,403.323753,664.456502
401.215119,635.967109,424.250221,663.805721
422.057804,636.047354,444.575581,664.362993
442.337866,636.727885,465.520934,663.780005
463.159109,636.810616,485.817811,663.715871
483.414820,636.886820,506.788442,663.679226
504.240891,637.565138,527.738396,663.647628
525.082986,637.648023,549.340766,664.242343
545.281894,637.725020,570.971610,663.608999
566.116973,637.811775,591.280980,662.907059
586.320598,637.897856,611.630463,662.895785
606.539695,637.973494,632.626725,662.870465
627.329723,638.659059,654.262692,663.475385
648.136970,638.726059,675.247589,662.820413
668.341514,638.827176,696.240315,663.369745
688.523146,638.899420,717.911441,662.744816
709.308746,638.978556,737.572048,663.421144
729.479564,639.669910,759.228018,661.996026
750.273430,639.732629,779.616858,662.621678
770.436786,639.812476,801.922933,662.596458
791.206680,639.905588,821.606854,662.570747
811.357590,639.971531,843.282141,661.934842
832.129945,640.659071,864.235018,661.877189
852.266650,640.743155,884.683341,661.865236
872.408716,640.831152,906.357100,661.842781
892.534857,640.918156,927.399379,661.766969
381.319261,655.948071,401.680840,684.549180
402.178325,656.600556,423.230954,684.540753
422.441870,656.682686,443.524273,683.856858
443.304823,656.749736,465.147370,684.438130
464.146079,656.827826,484.787082,684.453408
484.391395,656.909376,506.406620,683.779504
505.240673,656.990869,526.734920,684.421863
525.470042,657.665489,547.647730,683.680336
546.298519,657.741621,569.348015,683.694115
567.114844,657.819792,589.678994,683.661935
587.944112,657.895518,611.287602,683.648391
607.552041,657.975373,632.289387,684.273632
628.350401,658.655806,652.633481,683.568675
648.556519,658.739091,674.230032,682.902713
669.361021,658.804976,694.623619,683.525891
689.539568,658.884507,716.217305,682.843859
710.339594,658.959995,736.614606,682.836911
731.137126,659.651703,758.249539,683.440044
750.696813,659.737066,778.621274,682.790353
771.469150,659.807092,800.938753,682.721394
792.239609,659.883927,820.623750,682.733723
812.406717,659.957987,842.346728,682.068576
832.555951,660.640387,863.376383,682.660414
853.321451,660.719396,884.423775,681.969056
873.475424,660.805280,905.424475,682.597609
893.611484,660.887438,926.458629,682.567564
382.891483,675.977730,400.611642,704.674126
403.156135,676.630595,422.184891,704.626182
423.416535,676.700764,443.136787,704.596429
444.289343,676.186305,463.459345,704.551038
465.132164,677.458780,485.111083,703.935521
485.387231,676.928860,505.358649,703.869571
506.239389,677.599379,526.357330,703.898815
526.453044,677.691077,546.706663,704.471601
547.304940,677.757034,568.321717,704.490728
567.523352,677.838609,589.285537,703.804313
588.342007,677.917171,610.276429,704.388993
608.567718,678.594598,631.275862,703.740630
629.371513,678.666710,651.593948,703.670527
650.178234,678.745250,673.256098,703.693131
670.381118,678.816479,694.950100,703.687250
691.171447,678.887588,715.274257,703.010520
711.383072,678.970286,736.293541,702.930506
731.563464,679.644399,757.925618,703.574693
752.331200,679.722187,778.317118,702.894046
772.514370,679.793588,799.341931,702.905306
793.290442,679.876798,819.700596,703.502622
813.467225,680.549892,841.392434,702.820683
833.620751,680.024137,862.361680,702.791814
854.381102,680.698415,883.390020,702.790282
874.533400,680.788091,904.470609,702.739854
895.288142,680.860020,925.493889,702.715193
383.261924,696.600214,400.250636,725.360362
404.130286,696.671717,421.169075,725.333460
424.410612,696.746994,442.135813,724.724172
445.261942,696.829679,462.431940,725.322146
466.135944,696.903994,484.058824,724.649437
486.964342,697.579807,504.370954,724.000504
507.218560,697.030244,525.350044,724.641980
527.461188,697.714732,546.338915,723.993302
548.904384,697.789255,567.359146,723.935068
569.125582,697.873901,588.950904,724.585259
589.356378,697.945956,609.258880,724.505751
609.570126,698.006036,630.281278,723.865585
630.380056,698.682284,650.657943,724.474756
651.203546,698.771739,672.251599,723.834277
671.403908,698.840082,693.262073,724.446058
691.606185,698.911459,714.246011,723.789798
712.405918,698.971436,735.344167,723.741329
733.190574,699.659836,756.317613,723.073538
753.380806,699.737556,777.322604,723.684268
774.157017,699.793740,798.353025,723.650303
794.351441,699.862419,819.377641,722.997152
814.509429,700.549158,840.432485,722.969212
834.667957,700.620272,862.118562,722.911137
855.423932,700.687734,882.474079,723.533309
875.586348,700.774034,904.172550,723.555235
896.350921,700.849731,924.547544,723.515199
384.241274,716.683986,398.522817,744.883564
405.110380,716.735166,418.855532,745.499561
425.974339,716.809636,441.069572,745.466205
446.247301,716.876415,461.418253,745.456076
467.109086,716.951966,481.747591,744.771993
487.355342,717.011567,503.349355,744.734134
508.219918,717.676887,524.326111,745.417032
529.074813,717.751481,545.295337,744.737015
549.298012,717.826149,566.316201,744.724022
569.546088,717.904596,587.951707,744.668281
590.371539,717.980425,608.275925,744.623305
611.198124,718.048310,628.658779,744.651499
631.404126,718.721341,650.316137,743.983178
652.228162,718.785522,671.272827,744.574058
672.439687,718.846174,691.644786,744.601464
693.245278,718.917050,712.660778,743.896850
713.438473,719.607608,734.318281,743.867575
733.628043,719.656214,755.316818,744.477727
754.417207,719.735799,776.366453,743.836984
775.205875,719.808179,797.358748,743.816214
795.393065,719.879145,818.395014,744.461050
815.561881,720.566897,840.108380,743.746673
836.343497,720.003485,860.482359,744.370353
856.495782,720.702730,882.180369,744.364902
876.646200,720.779525,902.561410,743.675211
897.403717,720.843352,923.595437,743.681835
385.209197,736.726342,398.130005,765.613075
406.076832,736.803447,419.073213,765.594025
426.366324,736.866519,440.096516,764.895728
447.242464,736.928534,460.412263,766.214303
467.497075,736.999480,481.383937,765.538198
488.358603,737.059120,502.333743,764.879376
509.219121,737.740827,523.339088,765.501277
529.472849,737.800851,543.687355,765.536908
550.304578,738.473501,565.298063,764.834948
570.541902,737.950282,586.945161,764.819957
591.370342,738.609937,607.269417,764.737600
611.599642,738.071283,628.975219,764.762298
632.421484,738.752468,649.994374,764.762627
653.255784,739.403554,669.654330,764.721164
673.460728,738.885674,692.008984,764.697827
693.660008,738.941214,712.990321,764.667941
714.469043,739.011165,733.996160,765.363811
735.274880,739.683971,754.373409,764.607088
755.460890,739.758551,776.107620,764.646893
776.246786,739.843080,796.420226,764.592808
796.434690,739.887414,818.094868,763.934087
817.229136,739.947715,838.478122,764.561033
837.388436,740.646281,859.524633,763.894837
857.547425,740.701527,880.580939,763.878917
878.319946,740.777819,901.653742,764.515852
898.472222,740.851190,923.261027,763.848459
386.172537,756.822299,396.495963,786.365048
407.066885,756.871859,418.081673,786.326937
427.356559,756.925393,438.358562,786.326021
448.228509,756.987571,460.006006,785.679985
469.090979,757.651675,480.994547,785.645681
489.349903,757.731003,501.340237,785.675483
510.213779,757.794736,522.937989,785.680999
531.064375,757.859148,543.320150,785.641635
551.304185,757.928912,564.313955,785.614016
572.153599,758.603342,584.631796,785.576456
592.377572,758.056970,606.275828,785.574561
612.619765,758.724974,626.621868,784.931525
633.446795,758.783994,648.285179,785.562500
653.676206,758.859600,668.662043,785.524994
674.484072,758.923420,690.304446,784.842130
695.297449,758.987500,711.977572,785.447253
715.482305,759.658241,732.369868,784.823753
736.304617,759.723213,753.325815,784.834721
756.495780,759.783852,774.440688,784.776512
777.305872,759.844998,795.452381,784.769880
797.474286,759.918261,817.159195,785.377456
817.659697,760.590087,837.549854,784.725891
838.440316,760.036539,859.210961,784.690645
858.610219,760.720868,879.609388,784.669654
879.396999,760.786988,901.294336,785.313136
899.533637,760.860030,922.349669,784.021931
387.153297,776.902471,396.086641,806.497235
408.027297,776.937927,416.410730,805.851975
428.326993,777.015894,436.703955,805.876063
448.614524,777.069495,458.328926,805.790794
470.073451,777.730855,479.346117,805.837043
490.939339,777.790668,499.657202,806.447803
511.207315,777.848262,521.935286,805.787229
532.060485,777.916946,542.286862,805.814562
552.307385,777.984276,563.294224,805.779783
573.153767,778.643447,584.259668,806.381622
593.400436,778.099307,605.265842,805.739627
614.228836,778.777606,626.939957,805.675428
634.467265,778.835618,646.647238,805.645479
654.690254,778.898710,668.343382,805.693594
675.510470,779.570352,689.306381,805.680360
696.340718,779.018080,710.350253,805.646810
717.149182,779.696055,730.728325,805.595086
737.347695,779.751575,752.370239,806.253744
757.540530,779.819404,773.431715,805.592315
778.344854,779.893427,794.463349,805.570538
798.532909,779.944902,815.506613,804.918265
819.319283,780.000742,836.541593,804.889759
